Biomass,Year,Farm,YearFarm,Comp.2,Comp.1,MAX,RN,JJ
0.0071,2006,2,2006_02,-0.439260072,-3.02883119,0.832427473,4.949462944,-1.676501622
0.0189,2006,2,2006_02,-0.439260072,-3.02883119,-0.844698744,0.843681482,-1.511628183
0.4777,2006,2,2006_02,-0.439260072,-3.02883119,-0.844698744,0.843681482,-1.511628183
0.0295,2006,2,2006_02,-0.439260072,-3.02883119,0.754691734,-0.465148416,-1.181881305
0.0382,2006,2,2006_02,-0.439260072,-3.02883119,0.754691734,-0.465148416,-1.181881305
0.0275,2006,2,2006_02,-0.439260072,-3.02883119,-1.549681475,0.180301945,-1.017007866
0.011,2006,2,2006_02,-0.439260072,-3.02883119,-1.549681475,0.180301945,-1.017007866
0.0162,2006,2,2006_02,-0.439260072,-3.02883119,-2.802388431,3.730278929,-0.852134427
0.0757,2006,2,2006_02,-0.439260072,-3.02883119,-2.802388431,3.730278929,-0.852134427
0.0516,2006,2,2006_02,-0.439260072,-3.02883119,-1.161896298,-0.644440183,-0.687260988
0.4586,2006,2,2006_02,-0.439260072,-3.02883119,-1.161896298,-0.644440183,-0.687260988
0.0352,2006,2,2006_02,-0.439260072,-3.02883119,-0.15579927,-0.50100677,-0.522387549
0.0347,2006,2,2006_02,-0.439260072,-3.02883119,-1.14760007,-0.644440183,-1.346754744
0.0662,2006,2,2006_02,-0.439260072,-3.02883119,-1.14760007,-0.644440183,-1.346754744
0.0264,2006,2,2006_02,-0.439260072,-3.02883119,0.290957847,-0.339644179,0.137106208
0.0397,2006,2,2006_02,-0.439260072,-3.02883119,0.290957847,-0.339644179,0.137106208
0.0224,2006,3,2006_03,0.39198408,-1.493353974,1.289013246,-0.644440183,-0.27507739
0.0097,2006,3,2006_03,0.39198408,-1.493353974,1.199661823,3.273084924,-0.110203951
0.0329,2006,3,2006_03,0.39198408,-1.493353974,1.199661823,3.273084924,-0.110203951
0.0214,2006,3,2006_03,0.39198408,-1.493353974,0.495572607,-0.644440183,0.219542927
0.0122,2006,3,2006_03,0.39198408,-1.493353974,0.495572607,-0.644440183,0.219542927
0.0473,2006,3,2006_03,0.39198408,-1.493353974,0.272194048,0.511991713,0.384416366
0.0238,2006,3,2006_03,0.39198408,-1.493353974,0.272194048,0.511991713,0.384416366
0.0987,2006,3,2006_03,0.39198408,-1.493353974,-0.006582393,-0.088635706,0.549289806
0.0295,2006,3,2006_03,0.39198408,-1.493353974,-0.006582393,-0.088635706,0.549289806
0.0149,2006,3,2006_03,0.39198408,-1.493353974,0.350823301,1.022973249,0.714163245
0.0616,2006,3,2006_03,0.39198408,-1.493353974,0.350823301,1.022973249,0.714163245
0.0435,2006,3,2006_03,0.39198408,-1.493353974,0.395499012,1.686352787,0.879036684
0.0163,2006,3,2006_03,0.39198408,-1.493353974,0.395499012,1.686352787,0.879036684
0.013,2006,3,2006_03,0.39198408,-1.493353974,1.199661823,1.291910899,1.043910123
0.0773,2006,3,2006_03,0.39198408,-1.493353974,1.199661823,1.291910899,1.043910123
0.0383,2006,3,2006_03,0.39198408,-1.493353974,0.395499012,-0.644440183,1.208783562
0.0899,2006,3,2006_03,0.39198408,-1.493353974,0.395499012,-0.644440183,1.208783562
0.0942,2006,3,2006_03,0.39198408,-1.493353974,0.668914368,-0.644440183,1.373657001
0.0222,2006,3,2006_03,0.39198408,-1.493353974,0.668914368,-0.644440183,1.373657001
0.018,2006,3,2006_03,0.39198408,-1.493353974,1.24969862,-0.644440183,1.53853044
0.1014,2006,3,2006_03,0.39198408,-1.493353974,1.24969862,-0.644440183,1.53853044
0.1921,2006,3,2006_03,0.39198408,-1.493353974,0.931607553,-0.124494059,1.703403879
0.0851,2006,3,2006_03,0.39198408,-1.493353974,0.931607553,-0.124494059,1.703403879
0.0435,2006,3,2006_03,0.39198408,-1.493353974,0.618877571,-0.420325474,-1.594064903
0.051,2006,3,2006_03,0.39198408,-1.493353974,0.618877571,-0.420325474,-1.594064903
0.0191,2006,3,2006_03,0.39198408,-1.493353974,-0.98944805,0.574743832,-1.429191464
0.0303,2006,3,2006_03,0.39198408,-1.493353974,-0.98944805,0.574743832,-1.429191464
0.0139,2006,3,2006_03,0.39198408,-1.493353974,-0.297868033,-0.644440183,-1.264318025
0.0026,2006,3,2006_03,0.39198408,-1.493353974,-0.297868033,-0.644440183,-1.264318025
0.0045,2006,3,2006_03,0.39198408,-1.493353974,-0.269275578,-0.527900535,-1.099444585
0.0299,2006,3,2006_03,0.39198408,-1.493353974,-0.269275578,-0.527900535,-1.099444585
0.0061,2006,3,2006_03,0.39198408,-1.493353974,-2.330612916,5.308046478,-0.934571146
0.0116,2006,3,2006_03,0.39198408,-1.493353974,-2.330612916,5.308046478,-0.934571146
0.0088,2006,3,2006_03,0.39198408,-1.493353974,-2.242155007,2.511094914,-0.769697707
0.0116,2006,3,2006_03,0.39198408,-1.493353974,-2.242155007,2.511094914,-0.769697707
0.015,2006,3,2006_03,0.39198408,-1.493353974,-0.090572731,-0.572723476,-0.604824268
0.0294,2006,3,2006_03,0.39198408,-1.493353974,-0.090572731,-0.572723476,-0.604824268
0.0212,2006,3,2006_03,0.39198408,-1.493353974,0.484850436,-0.644440183,-0.439950829
0.0073,2006,3,2006_03,0.39198408,-1.493353974,0.484850436,-0.644440183,-0.439950829
0.0182,2006,3,2006_03,0.39198408,-1.493353974,1.289013246,-0.644440183,-0.27507739
0.051,2006,3,2006_03,0.39198408,-1.493353974,0.266832963,-0.339644179,0.054669488
0.0184,2006,3,2006_03,0.39198408,-1.493353974,0.266832963,-0.339644179,0.054669488
0.0523,2006,3,2006_03,0.39198408,-1.493353974,1.428401467,-0.644440183,1.868277318
0.1658,2006,3,2006_03,0.39198408,-1.493353974,1.428401467,-0.644440183,1.868277318
0.0291,2006,4,2006_04,-0.70370463,-0.976783352,0.232879422,-0.339644179,0.054669488
0.022,2006,4,2006_04,-0.70370463,-0.976783352,0.45625798,-0.644440183,0.219542927
0.033,2006,4,2006_04,-0.70370463,-0.976783352,0.232879422,0.511991713,0.384416366
0.0248,2006,4,2006_04,-0.70370463,-0.976783352,0.232879422,-0.339644179,0.054669488
0.0272,2006,4,2006_04,-0.70370463,-0.976783352,0.45625798,-0.644440183,0.219542927
0.0221,2006,4,2006_04,-0.70370463,-0.976783352,0.009500863,-0.088635706,0.549289806
0.0188,2006,4,2006_04,-0.70370463,-0.976783352,0.143527998,1.022973249,0.714163245
0.0151,2006,4,2006_04,-0.70370463,-0.976783352,0.232879422,0.511991713,0.384416366
0.0147,2006,4,2006_04,-0.70370463,-0.976783352,0.009500863,-0.088635706,0.549289806
0.0329,2006,4,2006_04,-0.70370463,-0.976783352,0.054176575,1.686352787,0.879036684
0.0258,2006,4,2006_04,-0.70370463,-0.976783352,1.037042232,1.291910899,1.043910123
0.0183,2006,4,2006_04,-0.70370463,-0.976783352,1.037042232,1.291910899,1.043910123
0.0266,2006,4,2006_04,-0.70370463,-0.976783352,0.098852287,-0.644440183,1.208783562
0.0223,2006,4,2006_04,-0.70370463,-0.976783352,0.098852287,-0.644440183,1.208783562
0.0367,2006,4,2006_04,-0.70370463,-0.976783352,0.500933692,-0.644440183,1.373657001
0.0652,2006,4,2006_04,-0.70370463,-0.976783352,0.500933692,-0.644440183,1.373657001
0.0506,2006,4,2006_04,-0.70370463,-0.976783352,1.260420791,-0.644440183,1.53853044
0.0246,2006,4,2006_04,-0.70370463,-0.976783352,1.260420791,-0.644440183,1.53853044
0.0319,2006,4,2006_04,-0.70370463,-0.976783352,0.858339386,-0.124494059,1.703403879
0.0598,2006,4,2006_04,-0.70370463,-0.976783352,0.858339386,-0.124494059,1.703403879
0.0145,2006,4,2006_04,-0.70370463,-0.976783352,0.143527998,1.022973249,0.714163245
0.027,2006,4,2006_04,-0.70370463,-0.976783352,0.054176575,1.686352787,0.879036684
0.027,2006,4,2006_04,-0.70370463,-0.976783352,0.366906557,-0.420325474,-1.594064903
0.0056,2006,4,2006_04,-0.70370463,-0.976783352,0.366906557,-0.420325474,-1.594064903
0.026,2006,4,2006_04,-0.70370463,-0.976783352,-1.062716218,0.574743832,-1.429191464
0.011,2006,4,2006_04,-0.70370463,-0.976783352,-1.062716218,0.574743832,-1.429191464
0.0074,2006,4,2006_04,-0.70370463,-0.976783352,-0.381858371,-0.644440183,-1.264318025
0.0009,2006,4,2006_04,-0.70370463,-0.976783352,-0.381858371,-0.644440183,-1.264318025
0.0021,2006,4,2006_04,-0.70370463,-0.976783352,-0.348798345,-0.527900535,-1.099444585
0.0045,2006,4,2006_04,-0.70370463,-0.976783352,-2.450343823,5.308046478,-0.934571146
0.015,2006,4,2006_04,-0.70370463,-0.976783352,-2.450343823,5.308046478,-0.934571146
0.0214,2006,4,2006_04,-0.70370463,-0.976783352,-2.316316688,2.511094914,-0.769697707
0.0358,2006,4,2006_04,-0.70370463,-0.976783352,-2.316316688,2.511094914,-0.769697707
0.0132,2006,4,2006_04,-0.70370463,-0.976783352,-0.437256254,-0.572723476,-0.604824268
0.0287,2006,4,2006_04,-0.70370463,-0.976783352,-0.437256254,-0.572723476,-0.604824268
0.0108,2006,4,2006_04,-0.70370463,-0.976783352,0.009500863,-0.644440183,-0.439950829
0.0097,2006,4,2006_04,-0.70370463,-0.976783352,0.009500863,-0.644440183,-0.439950829
0.0114,2006,4,2006_04,-0.70370463,-0.976783352,0.991473006,-0.644440183,-0.27507739
0.0109,2006,4,2006_04,-0.70370463,-0.976783352,0.991473006,-0.644440183,-0.27507739
0.006,2006,4,2006_04,-0.70370463,-0.976783352,1.036148718,3.273084924,-0.110203951
0.0133,2006,4,2006_04,-0.70370463,-0.976783352,1.036148718,3.273084924,-0.110203951
0.127,2006,4,2006_04,-0.70370463,-0.976783352,1.349772214,-0.644440183,1.868277318
0.0404,2006,4,2006_04,-0.70370463,-0.976783352,1.349772214,-0.644440183,1.868277318
0.016,2006,5,2006_05,0.271176824,-3.175191589,0.461619066,0.305806182,0.631726525
0.0038,2006,5,2006_05,0.271176824,-3.175191589,-0.074489475,1.596706903,0.796599964
0.0152,2006,5,2006_05,0.271176824,-3.175191589,0.729673336,0.198231121,0.961473403
0.0058,2006,5,2006_05,0.271176824,-3.175191589,0.863700471,1.022973249,1.126346842
0.0199,2006,5,2006_05,0.271176824,-3.175191589,-0.074489475,1.596706903,0.796599964
0.0033,2006,5,2006_05,0.271176824,-3.175191589,0.729673336,0.198231121,0.961473403
0.0218,2006,5,2006_05,0.271176824,-3.175191589,0.319550302,-0.644440183,1.291220281
0.0031,2006,5,2006_05,0.271176824,-3.175191589,1.168388825,-0.644440183,1.456093721
0.0022,2006,5,2006_05,0.271176824,-3.175191589,0.953051894,0.108585238,1.62096716
0.0026,2006,5,2006_05,0.271176824,-3.175191589,0.953051894,0.108585238,1.62096716
0.0198,2006,5,2006_05,0.271176824,-3.175191589,0.953051894,-0.303785826,1.785840599
0.0057,2006,5,2006_05,0.271176824,-3.175191589,1.890348326,-0.375502533,1.950714038
0.012,2006,5,2006_05,0.271176824,-3.175191589,1.890348326,-0.375502533,1.950714038
0.0021,2006,5,2006_05,0.271176824,-3.175191589,-2.310062088,1.919432084,-0.852134427
0.0015,2006,5,2006_05,0.271176824,-3.175191589,-0.976938851,-0.465148416,-0.687260988
0.0167,2006,5,2006_05,0.271176824,-3.175191589,-0.976938851,-0.465148416,-0.687260988
0.0128,2006,5,2006_05,0.271176824,-3.175191589,-0.009262936,-0.5547943,-0.522387549
0.0156,2006,5,2006_05,0.271176824,-3.175191589,0.863700471,1.022973249,1.126346842
0.0099,2006,5,2006_05,0.271176824,-3.175191589,0.319550302,-0.644440183,1.291220281
0.0073,2006,5,2006_05,0.271176824,-3.175191589,0.327591931,0.592673009,-1.676501622
0.0126,2006,5,2006_05,0.271176824,-3.175191589,-1.020721049,-0.644440183,-1.346754744
0.008,2006,5,2006_05,0.271176824,-3.175191589,-1.020721049,-0.644440183,-1.346754744
0.0047,2006,5,2006_05,0.271176824,-3.175191589,0.892292927,-0.393431709,-1.181881305
0.0045,2006,5,2006_05,0.271176824,-3.175191589,0.892292927,-0.393431709,-1.181881305
0.0211,2006,5,2006_05,0.271176824,-3.175191589,-1.14760007,0.305806182,-1.017007866
0.0109,2006,5,2006_05,0.271176824,-3.175191589,-1.14760007,0.305806182,-1.017007866
0.0159,2006,5,2006_05,0.271176824,-3.175191589,-0.931369625,0.520956302,-1.511628183
0.0095,2006,5,2006_05,0.271176824,-3.175191589,0.301680018,-0.644440183,0.301979647
0.0103,2006,5,2006_05,0.271176824,-3.175191589,0.301680018,-0.644440183,0.301979647
0.0014,2006,5,2006_05,0.271176824,-3.175191589,-0.047684048,2.627634563,0.466853086
0.0034,2006,5,2006_05,0.271176824,-3.175191589,-0.009262936,-0.5547943,-0.522387549
0.0034,2006,5,2006_05,0.271176824,-3.175191589,0.132805828,-0.644440183,-0.357514109
0.0071,2006,5,2006_05,0.271176824,-3.175191589,1.131754741,1.184335839,-0.19264067
0.0077,2006,5,2006_05,0.271176824,-3.175191589,1.131754741,1.184335839,-0.19264067
0.0234,2006,5,2006_05,0.271176824,-3.175191589,0.774349048,0.108585238,-0.027767231
0.0096,2006,5,2006_05,0.271176824,-3.175191589,0.774349048,0.108585238,-0.027767231
0.0048,2006,5,2006_05,0.271176824,-3.175191589,0.185523167,-0.124494059,0.137106208
0.004,2006,5,2006_05,0.271176824,-3.175191589,0.461619066,0.305806182,0.631726525
0.012,2006,5,2006_05,0.271176824,-3.175191589,-0.931369625,0.520956302,-1.511628183
0.014,2006,6,2006_06,-0.989608671,-0.961104098,0.424091468,0.592673009,-1.676501622
0.0594,2006,6,2006_06,-0.989608671,-0.961104098,0.424091468,0.592673009,-1.676501622
0.0099,2006,6,2006_06,-0.989608671,-0.961104098,-1.320048317,-0.644440183,-1.346754744
0.0477,2006,6,2006_06,-0.989608671,-0.961104098,-1.320048317,-0.644440183,-1.346754744
0.0427,2006,6,2006_06,-0.989608671,-0.961104098,0.022903577,-0.644440183,1.291220281
0.0938,2006,6,2006_06,-0.989608671,-0.961104098,0.022903577,-0.644440183,1.291220281
0.1204,2006,6,2006_06,-0.989608671,-0.961104098,1.005769234,-0.644440183,1.456093721
0.0946,2006,6,2006_06,-0.989608671,-0.961104098,1.005769234,-0.644440183,1.456093721
0.0636,2006,6,2006_06,-0.989608671,-0.961104098,1.094227143,0.108585238,1.62096716
0.0853,2006,6,2006_06,-0.989608671,-0.961104098,1.094227143,0.108585238,1.62096716
0.1063,2006,6,2006_06,-0.989608671,-0.961104098,1.183578567,-0.303785826,1.785840599
0.1432,2006,6,2006_06,-0.989608671,-0.961104098,1.183578567,-0.303785826,1.785840599
0.0958,2006,6,2006_06,-0.989608671,-0.961104098,1.76257579,-0.375502533,1.950714038
0.0446,2006,6,2006_06,-0.989608671,-0.961104098,1.76257579,-0.375502533,1.950714038
0.0391,2006,6,2006_06,-0.989608671,-0.961104098,-0.15579927,-0.5547943,-0.522387549
0.0225,2006,6,2006_06,-0.989608671,-0.961104098,0.290957847,-0.644440183,-0.357514109
0.0555,2006,6,2006_06,-0.989608671,-0.961104098,0.290957847,-0.644440183,-0.357514109
0.0145,2006,6,2006_06,-0.989608671,-0.961104098,1.316712188,1.184335839,-0.19264067
0.0657,2006,6,2006_06,-0.989608671,-0.961104098,0.548289946,-0.393431709,-1.181881305
0.0475,2006,6,2006_06,-0.989608671,-0.961104098,0.548289946,-0.393431709,-1.181881305
0.0218,2006,6,2006_06,-0.989608671,-0.961104098,-1.632778299,0.305806182,-1.017007866
0.0063,2006,6,2006_06,-0.989608671,-0.961104098,-2.662106697,1.919432084,-0.852134427
0.0093,2006,6,2006_06,-0.989608671,-0.961104098,-2.662106697,1.919432084,-0.852134427
0.1447,2006,6,2006_06,-0.989608671,-0.961104098,-1.006424821,-0.465148416,-0.687260988
0.0971,2006,6,2006_06,-0.989608671,-0.961104098,-1.006424821,-0.465148416,-0.687260988
0.0037,2006,6,2006_06,-0.989608671,-0.961104098,-0.15579927,-0.5547943,-0.522387549
0.0505,2006,6,2006_06,-0.989608671,-0.961104098,0.335633559,0.198231121,0.961473403
0.0442,2006,6,2006_06,-0.989608671,-0.961104098,0.335633559,0.198231121,0.961473403
0.0909,2006,6,2006_06,-0.989608671,-0.961104098,0.602794315,1.022973249,1.126346842
0.0631,2006,6,2006_06,-0.989608671,-0.961104098,0.602794315,1.022973249,1.126346842
0.0348,2006,6,2006_06,-0.989608671,-0.961104098,1.316712188,1.184335839,-0.19264067
0.0547,2006,6,2006_06,-0.989608671,-0.961104098,0.602794315,0.108585238,-0.027767231
0.0264,2006,6,2006_06,-0.989608671,-0.961104098,0.602794315,0.108585238,-0.027767231
0.0877,2006,6,2006_06,-0.989608671,-0.961104098,0.067579288,-0.124494059,0.137106208
0.0893,2006,6,2006_06,-0.989608671,-0.961104098,0.067579288,-0.124494059,0.137106208
0.0878,2006,6,2006_06,-0.989608671,-0.961104098,0.38030927,0.305806182,0.631726525
0.0615,2006,6,2006_06,-0.989608671,-0.961104098,0.38030927,0.305806182,0.631726525
0.0848,2006,6,2006_06,-0.989608671,-0.961104098,-0.335395631,1.596706903,0.796599964
0.1002,2006,6,2006_06,-0.989608671,-0.961104098,-0.335395631,1.596706903,0.796599964
0.0161,2006,6,2006_06,-0.989608671,-0.961104098,-1.140451956,0.655425127,-1.511628183
0.0219,2006,6,2006_06,-0.989608671,-0.961104098,-1.140451956,0.655425127,-1.511628183
0.0199,2006,6,2006_06,-0.989608671,-0.961104098,0.469660694,-0.617546418,0.301979647
0.0332,2006,6,2006_06,-0.989608671,-0.961104098,0.469660694,-0.617546418,0.301979647
0.0229,2006,6,2006_06,-0.989608671,-0.961104098,0.246282135,0.843681482,0.466853086
0.0517,2006,6,2006_06,-0.989608671,-0.961104098,0.246282135,0.843681482,0.466853086
0.0103,2006,7,2006_07,0.34103912,0.701480409,-0.8732912,0.843681482,-1.511628183
0.0221,2006,7,2006_07,0.34103912,0.701480409,-0.8732912,0.843681482,-1.511628183
0.0029,2006,7,2006_07,0.34103912,0.701480409,0.511655863,4.949462944,-1.676501622
0.0124,2006,7,2006_07,0.34103912,0.701480409,0.511655863,4.949462944,-1.676501622
0.0076,2006,7,2006_07,0.34103912,0.701480409,-0.884013371,-0.644440183,-1.346754744
0.0189,2006,7,2006_07,0.34103912,0.701480409,-0.884013371,-0.644440183,-1.346754744
0.0025,2006,7,2006_07,0.34103912,0.701480409,-0.20226201,-0.644440183,0.137106208
0.0121,2006,7,2006_07,0.34103912,0.701480409,-0.20226201,-0.644440183,0.137106208
0.0386,2006,7,2006_07,0.34103912,0.701480409,1.717900079,-0.644440183,1.950714038
0.0037,2006,7,2006_07,0.34103912,0.701480409,0.379415756,-0.644440183,-0.357514109
0.0075,2006,7,2006_07,0.34103912,0.701480409,0.379415756,-0.644440183,-0.357514109
0.0266,2006,7,2006_07,0.34103912,0.701480409,1.003088692,1.166406663,-0.19264067
0.0051,2006,7,2006_07,0.34103912,0.701480409,0.570627802,-0.465148416,-1.181881305
0.0057,2006,7,2006_07,0.34103912,0.701480409,0.570627802,-0.465148416,-1.181881305
0.0033,2006,7,2006_07,0.34103912,0.701480409,-1.394209998,0.180301945,-1.017007866
0.0052,2006,7,2006_07,0.34103912,0.701480409,-1.394209998,0.180301945,-1.017007866
0.0032,2006,7,2006_07,0.34103912,0.701480409,-2.511996305,3.730278929,-0.852134427
0.006,2006,7,2006_07,0.34103912,0.701480409,-2.511996305,3.730278929,-0.852134427
0.0326,2006,7,2006_07,0.34103912,0.701480409,-1.152961155,-0.644440183,-0.687260988
0.0251,2006,7,2006_07,0.34103912,0.701480409,-1.152961155,-0.644440183,-0.687260988
0.0048,2006,7,2006_07,0.34103912,0.701480409,0.144421513,-0.50100677,-0.522387549
0.0111,2006,7,2006_07,0.34103912,0.701480409,0.913737268,-0.644440183,0.961473403
0.1104,2006,7,2006_07,0.34103912,0.701480409,0.913737268,-0.644440183,0.961473403
0.0204,2006,7,2006_07,0.34103912,0.701480409,0.646576512,1.022973249,1.126346842
0.0266,2006,7,2006_07,0.34103912,0.701480409,0.646576512,1.022973249,1.126346842
0.0276,2006,7,2006_07,0.34103912,0.701480409,0.244495107,0.771964775,-0.027767231
0.0133,2006,7,2006_07,0.34103912,0.701480409,0.244495107,0.771964775,-0.027767231
0.0247,2006,7,2006_07,0.34103912,0.701480409,0.534887233,-0.644440183,0.301979647
0.0027,2006,7,2006_07,0.34103912,0.701480409,0.377628728,1.34569843,0.466853086
0.0097,2006,7,2006_07,0.34103912,0.701480409,0.377628728,1.34569843,0.466853086
0.0331,2006,7,2006_07,0.34103912,0.701480409,0.824385845,0.718177245,0.631726525
0.0364,2006,7,2006_07,0.34103912,0.701480409,0.824385845,0.718177245,0.631726525
